,STOCK,SMB,HML
1128,LBAI,-0.290254966,-0.285224687
969,HUBB,-0.153906526,-0.285591726
1939,UBSI,-0.1944858,-0.286169292
1277,MRTN,-0.207750935,-0.286230475
1528,PM,-0.225975618,-0.286471548
110,APOG,-0.484710012,-0.286578506
1632,RNST,-0.394561069,-0.287092634
498,CZWI,-0.457486923,-0.287230691
1370,NSSC,-0.674116555,-0.287241617
1371,NSYS,-0.641195837,-0.28740156
260,BRKR,-0.008591435,-0.287794264
388,CMA,-0.409926133,-0.289490683
1838,TDC,-0.093754109,-0.289561762
1650,RVT,-0.12533755,-0.29011421
970,HUBG,-0.256575168,-0.290447671
1032,IPG,-0.141985019,-0.290967363
852,GLU,-0.246726082,-0.291466567
36,AEHL,-0.245399217,-0.291813226
2086,WTI,0.275574365,-0.291977777
1051,J,-0.087434484,-0.292850476
430,CPHC,-0.220822377,-0.293104091
1049,ITW,-0.235954678,-0.293666903
1348,NMM,0.071375917,-0.293935766
894,HAFC,-0.33428593,-0.294397279
1461,PAYX,-0.178076047,-0.294749182
415,COHU,-0.168269964,-0.294785363
1509,PHM,-0.031756393,-0.295413983
30,ADP,-0.379587477,-0.295712731
1234,MGYR,-0.351433988,-0.296281067
1767,SPH,-0.382402973,-0.296928589
1666,SB,0.459310429,-0.297236909
524,DHIL,-0.201796541,-0.297771766
1742,SMCI,-0.02114941,-0.298638941
1324,NDSN,-0.298354674,-0.299453331
279,BWXT,-0.226894714,-0.299758621
2037,WDFC,-0.357653929,-0.300326489
438,CQP,-0.150872714,-0.300593106
486,CWCO,-0.165931026,-0.30088279
362,CIB,-0.075773098,-0.301211177
546,DOV,-0.107028053,-0.303978435
1422,OMAB,-0.265215933,-0.304017936
1872,TKO,-0.074848543,-0.304155738
499,D,-0.301870187,-0.304159748
1931,TYL,0.030421964,-0.304186821
1756,SNY,-0.051371258,-0.304536319
324,CCJ,-0.119591656,-0.304689468
1558,PRGO,-0.208719037,-0.304997084
208,BG,-0.329690677,-0.305373712
1264,MODG,0.138533247,-0.305662234
1026,INTU,-0.050473232,-0.305716722
2002,VLO,0.033355597,-0.305728911
238,BMA,-0.415571673,-0.306143181
818,GE,-0.463159636,-0.306244239
202,BEN,-0.255513484,-0.306825072
1281,MSCI,-0.017041712,-0.307268131
1808,SUZ,0.467662516,-0.307380554
645,ERII,-0.977447164,-0.307391807
1784,SSNC,-0.20236324,-0.307445836
816,GDOT,0.676535617,-0.307653439
703,FBP,-0.032109264,-0.307695232
1813,SWN,-0.337848399,-0.307915077
850,GLP,-0.246496474,-0.308206717
457,CSL,-0.248819067,-0.308709329
974,HVT,-0.360690709,-0.308757119
1551,PPG,-0.280506078,-0.308909227
101,ANSS,0.018183407,-0.30899318
1279,MSA,0.067484658,-0.309226652
646,ES,-0.292850836,-0.309425534
134,ASR,-0.20351794,-0.309533599
956,HSIC,-0.312777316,-0.309541422
303,CARE,-0.324116662,-0.311436269
380,CLMB,-0.273006967,-0.311498451
1127,LARK,-0.390578618,-0.311757644
763,FNV,-0.057106995,-0.312017718
2048,WFCF,-0.186890908,-0.312357552
853,GLW,-0.271690201,-0.312791342
217,BHE,-0.381308024,-0.313163117
452,CRWS,-0.277618176,-0.313321031
635,EPSN,0.598931481,-0.313662258
1702,SGC,-0.407217298,-0.313878769
293,CADE,-0.40859483,-0.314025574
477,CVE,-7.63315567,-0.314075695
1481,PEAK,-0.322303807,-0.314329491
1110,KOP,-0.087070475,-0.315330044
1398,NYCB,-0.416244497,-0.315791706
1101,KLAC,-0.118580161,-0.316214485
1384,NVO,0.186548913,-0.316298543
525,DHR,-0.236558085,-0.316386642
325,CCK,-0.389087759,-0.316574195
209,BGC,-0.022863418,-0.317668192
1336,NHC,-0.350294776,-0.321950227
1832,TBNK,-0.557595205,-0.322153835
1170,LSTR,-0.110210894,-0.322455869
443,CRI,-0.314584875,-0.323284888
1826,TAP,-0.424833348,-0.323657289
1894,TRI,-0.317711071,-0.324603357
1842,TECH,-0.072262573,-0.324900329
2072,WPM,-0.178784361,-0.326259523
1637,ROL,-0.00125897,-0.326444888
1194,MAT,-0.650060099,-0.326753385
2079,WSM,-0.238012374,-0.326836854
938,HNRG,-0.725688364,-0.327149272
360,CHW,-0.116998677,-0.328789247
402,CNI,-0.233019547,-0.329021739
1705,SHBI,-0.200186193,-0.329040999
1125,LAMR,-0.138559039,-0.329426819
188,BCBP,-0.471696695,-0.329487425
1900,TROW,-0.048139784,-0.330765799
109,APO,0.179843114,-0.331020761
473,CUZ,-0.098192644,-0.33142828
2109,ZTR,-0.284768262,-0.331767783
1135,LEN,-0.147266157,-0.33187584
1857,TGT,-0.259195661,-0.332548593
1502,PGP,-0.104976309,-0.333947418
2026,WAB,-0.041196525,-0.334598199
1628,RMBS,-0.114948641,-0.334631655
1096,KFY,-0.042868112,-0.336118239
423,COST,-0.338011295,-0.336359691
1727,SKM,-0.399104862,-0.338128166
1549,PPBI,-0.539220188,-0.338826375
413,COF,-0.33098334,-0.339082528
603,EHI,-0.358632306,-0.339084184
1015,IMO,-0.284101228,-0.339132536
386,CLX,-0.408198453,-0.339497498
1294,MTH,-0.018969829,-0.339678095
450,CRUS,-0.541607568,-0.340447477
940,HOG,-0.438184369,-0.34051155
832,GGG,0.230167122,-0.340551536
1504,PGTI,0.212202511,-0.340640791
575,EBAY,-0.196004865,-0.34114764
1674,SBR,-0.095077044,-0.341726623
234,BLK,-0.240547464,-0.341859518
897,HAYN,-0.132201511,-0.341940916
1298,MTX,-0.499688771,-0.34206133
1142,LGND,-0.038633352,-0.342240265
67,ALG,-0.228207534,-0.342384829
534,DK,-0.221892565,-0.3428991
424,CP,-0.097994431,-0.343308829
1067,JHX,-0.373412514,-0.344021809
873,GRC,-0.444398956,-0.34493105
1968,USB,-0.48834957,-0.345451063
1692,SEM,0.092730239,-0.345624852
1552,PPIH,-0.370533597,-0.345625926
1405,OCC,-0.00084669,-0.345691052
1308,MYE,0.050667746,-0.346584542
246,BNS,-0.384396514,-0.346966408
730,FFIV,0.069839303,-0.347022565
111,APT,-0.423321318,-0.347418824
172,BAC,-0.132342016,-0.347736453
743,FLEX,-0.153331765,-0.347950078
1985,VALU,-0.511015802,-0.348013217
1989,VCV,-0.527897341,-0.348630165
827,GF,-0.071554562,-0.348853055
76,ALX,-0.170072268,-0.349358347
714,FCX,-0.11265312,-0.349717866
910,HEES,0.038516795,-0.351169382
906,HD,-0.325568159,-0.352790745
1807,SUI,-0.32546013,-0.35296663
108,APH,-0.122472473,-0.35343758
991,ICFI,0.037655165,-0.35375176
1839,TDG,-0.072011874,-0.355160388
1686,SCVL,-0.428356136,-0.355266973
865,GOOGL,-0.126621817,-0.355885247
948,HPQ,-0.216417299,-0.356239139
699,FBIN,-0.465615106,-0.356743108
1651,RVTY,-0.232934702,-0.357079784
471,CUBE,-0.183631225,-0.357780317
493,CXW,-0.664045236,-0.357859199
1023,INGR,-0.291046182,-0.358060845
618,EMF,-0.13155811,-0.358278898
19,ACM,-0.30074244,-0.359026589
1263,MOD,0.163416666,-0.359133162
1745,SMMF,-0.444863463,-0.359149686
2004,VLY,-0.408463583,-0.35918239
1458,PAM,-0.209315961,-0.35921235
79,AMD,-0.414280837,-0.359229077
1955,UMC,-0.073103291,-0.359441684
594,EFX,-0.345434468,-0.36039522
1000,IEX,-0.091148426,-0.361399224
432,CPLP,-0.32910164,-0.362358377
2085,WTFC,-0.373335292,-0.362375874
1995,VIAV,-0.019675471,-0.362480486
1372,NTAP,-0.185784862,-0.362531247
900,HBM,-0.206169189,-0.362839502
190,BCH,-0.20648766,-0.362969244
275,BVN,-0.314188383,-0.363641835
9,ABCB,-0.390250888,-0.363984294
204,BFH,-0.526163904,-0.366126788
864,GOOG,-0.137175349,-0.366764441
1178,LYB,-0.242050489,-0.36682896
516,DFS,-0.625308239,-0.36795693
410,CNX,-0.186568391,-0.368902812
254,BPOP,-0.019077302,-0.368929158
1181,LYV,0.131335683,-0.369865116
2094,WYNN,0.282752985,-0.371352639
1718,SII,-0.150460979,-0.37160048
226,BKCC,-0.122941883,-0.372068416
1029,IOSP,-0.179030618,-0.372384322
458,CSPI,-0.609206292,-0.372756696
859,GNW,-0.024703807,-0.372824327
245,BN,-0.412406221,-0.373082243
1802,STRT,-0.192980569,-0.373206752
1041,IT,-0.1406662,-0.373216318
1731,SKYW,-0.409873903,-0.373441673
1924,TWN,-0.255843344,-0.373730143
1668,SBCF,-0.432341342,-0.373744091
77,AMAT,-0.017128722,-0.375086844
1805,STZ,-0.203386349,-0.375520035
1943,UFPI,-0.475948152,-0.375824692
2106,ZD,-0.556582751,-0.376208817
1452,OZK,-0.591726955,-0.377218488
176,BANR,0.133408961,-0.377519158
2067,WNC,0.135940216,-0.378266638
38,AEIS,-0.119232368,-0.379465367
1457,PALI,-0.644465911,-0.379649149
1505,PH,-0.119823197,-0.380663116
495,CYH,-0.084365122,-0.381680142
945,HOPE,-0.236103251,-0.381928187
422,CORT,0.29832422,-0.382103582
1602,RDNT,0.254449597,-0.382207991
892,H,-0.152487062,-0.382963302
1781,SSBI,-0.457037697,-0.383825592
1589,RAND,-0.545601154,-0.384108301
3,AAME,-0.607185393,-0.384523248
51,AGO,-0.209092912,-0.384777734
18,ACLS,-0.120766598,-0.38641432
1188,MAN,-0.028007286,-0.386920307
164,AXP,-0.199399994,-0.388408789
952,HRB,-0.571927686,-0.388459706
1088,KELYB,-0.035189266,-0.38868589
354,CHMG,-0.671027316,-0.389455783
276,BWA,0.095457683,-0.389813536
1537,PNFP,-0.405558603,-0.390102451
1684,SCS,-0.463978881,-0.390304885
1433,ORA,-0.122181919,-0.390305588
2105,ZBRA,-0.196322951,-0.390343142
1408,OCUP,-0.627283846,-0.390531049
2029,WAL,-0.392116364,-0.391893983
983,IAG,0.031639096,-0.39285279
1520,PLAB,-0.467353299,-0.393450549
146,AU,-0.575878937,-0.394102146
1965,URBN,-0.361314519,-0.39425623
1304,MWA,-0.295376092,-0.395173229
1221,MFD,-0.264514422,-0.396372797
847,GLBS,-1.676122285,-0.39674532
1876,TM,-0.493919423,-0.398761644
50,AGNC,-0.485317945,-0.399018824
1701,SGA,-0.109077413,-0.399354789
1559,PRGS,-0.040914951,-0.399655334
463,CSX,-0.163677218,-0.399831511
863,GOLD,-0.541122109,-0.400619515
1746,SMP,-0.507118093,-0.400714275
1097,KGC,0.008582409,-0.401792939
218,BHLB,-0.628257548,-0.402331944
1824,TAIT,-0.115927652,-0.402623523
620,EMN,-0.260520305,-0.402918673
1987,VBFC,-0.297339159,-0.403200528
417,COLB,-0.130876255,-0.403499297
314,CBRE,-0.074096302,-0.404005547
1940,UCBI,-0.415104027,-0.404024189
597,EGBN,-0.395321525,-0.404402903
1385,NVR,-0.306544273,-0.404562355
1877,TMO,-0.334722261,-0.405093161
641,EQT,-0.301802122,-0.405212085
223,BIP,-0.413212139,-0.405526094
1,A,-0.040767089,-0.405852479
1593,RBCAA,-0.256418433,-0.406342482
1561,PRIM,0.029226054,-0.40679605
1720,SIMO,-0.209964141,-0.407794289
668,EVC,-0.237506868,-0.408506884
1098,KGEI,-0.138674486,-0.410248388
935,HMY,-0.612835303,-0.411263033
1176,LXP,-0.198555655,-0.412174304
658,ETD,-0.252510218,-0.412289672
369,CIM,-0.585298519,-0.412366518
770,FORR,-0.318919528,-0.412676611
545,DORM,-0.56448118,-0.413811721
442,CRH,-0.282870273,-0.414066285
840,GIL,-0.254773591,-0.414643971
1210,MDC,-0.131826603,-0.416308306
1169,LSCC,-0.591433156,-0.416350961
686,EXPD,-0.5064356,-0.417308941
1689,SEE,-0.319552763,-0.417392242
2005,VMC,-0.342301289,-0.418093794
2006,VMI,-0.553429415,-0.418608229
1949,UHT,-0.483189044,-0.418667052
1616,RGLD,-0.16686503,-0.418801033
35,AEF,-0.083456032,-0.419006211
1545,POOL,-0.584082095,-0.419152312
684,EXLS,-0.241625519,-0.419363269
1747,SNA,-0.386076375,-0.419454954
809,GBLI,-0.371217098,-0.420320559
1106,KMX,-0.279271894,-0.42051989
1320,NC,-0.240759609,-0.421750309
1292,MTD,-0.04463858,-0.422174842
690,EXR,-0.328786287,-0.423046363
1472,PCM,-0.365484425,-0.423401544
89,AMRC,-0.276092028,-0.423469108
1367,NSC,-0.209346409,-0.423638247
1334,NGG,-0.47716299,-0.423859813
1780,SSB,-0.529453337,-0.424004825
747,FLS,-0.327027663,-0.424379226
791,FUL,-0.298587415,-0.424825213
1241,MITK,0.639635491,-0.424884134
674,EVR,-0.505008069,-0.424935691
1737,SLP,-0.259899964,-0.425150637
572,EA,-0.141027371,-0.426097972
70,ALK,-0.751823007,-0.426829518
478,CVI,-0.272462044,-0.427135304
685,EXP,-0.31212127,-0.427303284
256,BR,-0.334711909,-0.427626413
1690,SEIC,-0.310469273,-0.428619986
1712,SHW,-0.491728444,-0.428628536
1659,SAND,-0.190220882,-0.429438737
1150,LKQ,-0.299366181,-0.429601185
1657,SAM,-0.360692072,-0.429784491
2063,WMB,-0.388387403,-0.430395998
405,CNO,-0.237507059,-0.430560153
599,EGO,-0.58433298,-0.430688567
551,DRH,-0.130892729,-0.43077979
1735,SLM,-0.764633238,-0.431177962
993,ICLR,-0.231907675,-0.431514273
1748,SNBR,-0.557449194,-0.432667698
1249,MLM,-0.345789221,-0.433224107
1918,TTEK,-0.324736203,-0.434966091
136,ASX,-0.709028441,-0.43501067
2033,WBS,-0.444431166,-0.435364061
1190,MAR,-0.170061849,-0.43556174
955,HSBC,-0.228403079,-0.436327267
288,C,-0.1424862,-0.436404889
131,ASH,-0.163978033,-0.436897428
100,ANIP,0.154332543,-0.437080756
1577,PWR,-0.645162345,-0.437295449
740,FIZZ,-0.162669147,-0.437899735
1246,MLAB,-0.153536999,-0.438776719
1541,PNR,-0.393704637,-0.438959859
2089,WTS,-0.373585897,-0.439487732
1266,MOH,0.197681615,-0.441699085
2083,WT,0.153485537,-0.442172097
819,GEF,-0.338893004,-0.442312081
317,CBT,-0.42321062,-0.443175278
800,GAB,-0.30596129,-0.443239939
1698,SFL,-0.40272191,-0.44347324
49,AGM,-0.55156781,-0.444127505
98,ANDE,-0.459329948,-0.444756082
1944,UFPT,-0.45245891,-0.446566616
1766,SPGI,-0.349585847,-0.446927721
37,AEHR,-0.806857309,-0.447219431
828,GFF,-0.742027147,-0.447902878
394,CMI,-0.150047847,-0.448297123
780,FRPH,-0.431275379,-0.448662863
2007,VMW,0.222540788,-0.448871978
1822,TAC,-0.425373142,-0.449013688
1873,TKR,-0.207116668,-0.450000846
1892,TREX,-0.464514988,-0.451037092
174,BALL,-0.595978834,-0.451088823
861,GOGL,-0.266131409,-0.451551998
1897,TRN,-0.141571297,-0.451627379
1009,III,-0.221353781,-0.451842831
2093,WY,-0.489585775,-0.452651204
258,BRID,-0.449102783,-0.452851527
104,AOS,-0.315325085,-0.453065372
1341,NICE,-0.185304974,-0.455784321
858,GNTX,-0.322019717,-0.455921371
1723,SIX,-0.279844921,-0.456541016
1182,LZB,-0.457410779,-0.456559031
1570,PTC,0.047022258,-0.456745902
133,ASML,-0.206149122,-0.456982981
1113,KRC,-0.364648611,-0.458391852
965,HTHT,0.087533178,-0.45863539
138,ATI,-0.166879648,-0.45937253
824,GEO,-0.824302284,-0.459415757
1435,ORCL,-0.387150661,-0.460316007
972,HURC,-0.064987625,-0.460506834
1174,LVS,0.139913861,-0.462826462
908,HDSN,0.009219433,-0.462921717
738,FITB,-0.535931265,-0.463627078
1981,UVV,-0.751015374,-0.463964652
1582,QCOM,-0.483581088,-0.463997567
1911,TSLA,-0.140722608,-0.465332099
1912,TSM,-0.476946594,-0.465653952
31,ADSK,0.270313156,-0.466159355
449,CRT,-0.509313799,-0.466697556
194,BCS,-0.22420762,-0.466767525
1010,IIIN,-0.936722197,-0.467240217
156,AVT,-0.553810759,-0.469417116
469,CTSH,-0.223588548,-0.470067532
946,HOV,-0.508146683,-0.470897827
1744,SMID,-0.884423287,-0.470942713
1934,UAL,-0.835777831,-0.471027474
454,CSGP,-0.007284253,-0.471097797
1996,VICR,-0.189905388,-0.472922059
2010,VOC,-0.278201662,-0.47306999
2045,WEYS,-0.716446818,-0.474297448
1293,MTG,0.327211333,-0.474397073
1612,RF,-0.533059047,-0.475199135
1917,TTEC,0.019274972,-0.475547725
1901,TRS,-0.065117775,-0.475752954
1105,KMT,-0.322237097,-0.476933764
769,FORM,-0.25780148,-0.477040888
48,AGI,-0.373852456,-0.479644813
856,GNRC,-0.627086423,-0.48269871
436,CPSS,-0.816606578,-0.483540338
1409,ODC,-0.832887528,-0.48384352
152,AVD,-0.350704962,-0.484160443
157,AVY,-0.497635408,-0.484830955
510,DD,-0.091428043,-0.484857163
1721,SIRI,-0.519699006,-0.485246141
1794,STK,-0.361207378,-0.485258115
1778,SRDX,-0.509725444,-0.486541788
235,BLKB,-0.194262826,-0.486843576
772,FR,-0.137866362,-0.487851328
1667,SBAC,-0.345915039,-0.489639058
538,DLR,-0.531877156,-0.489828941
1295,MTN,-0.094798866,-0.490644178
1134,LECO,-0.287400389,-0.49380691
1688,SEB,-0.561770916,-0.494436909
1133,LEA,-0.370341738,-0.494457187
2053,WILC,-0.672539775,-0.495429178
1682,SCI,-0.433110698,-0.495479435
1107,KNX,-0.330986648,-0.496502534
323,CCI,-0.508624804,-0.496887178
834,GGT,-0.370300999,-0.497038639
1660,SANM,-0.240051594,-0.498206394
1460,PAYS,-0.848225306,-0.498752833
608,ELA,-0.862440451,-0.499496161
401,CNC,-0.324801021,-0.500039063
1179,LYG,-0.314258218,-0.501083169
760,FNCB,0.058456131,-0.502882976
501,DAIO,0.208183069,-0.505949961
929,HLIO,0.356934972,-0.506639468
767,FOR,-0.191346813,-0.507050082
154,AVNT,-0.66337021,-0.507446481
1812,SWKS,-0.354433964,-0.508194188
232,BLDR,-0.11361599,-0.508304805
298,CAL,-0.226073118,-0.50861056
1625,RLGT,-0.504452426,-0.508721587
785,FSLR,-0.1657172,-0.509809101
1470,PCH,-0.613010274,-0.511144335
1166,LRCX,-0.318282828,-0.511295291
1394,NXDT,-0.732200167,-0.511306697
145,ATSG,-0.104201858,-0.512906907
1100,KKR,-0.307101065,-0.513356811
1512,PII,-0.181174216,-0.513469622
372,CIX,-0.719763424,-0.513537793
905,HCSG,-0.393911846,-0.51372851
341,CFBK,-0.027292881,-0.516592588
867,GPI,-0.588135798,-0.517251936
1683,SCL,-0.388413355,-0.51793094
280,BX,-0.280221238,-0.51926201
1158,LNW,-0.193134351,-0.519832934
1454,PAC,-0.727451951,-0.519839069
1846,TEL,-0.044183006,-0.520554509
1653,RYAAY,-0.336543892,-0.520751905
2043,WERN,-0.312945901,-0.521033915
1007,IHT,-0.892727031,-0.521194854
1392,NWPX,0.05288018,-0.521226809
607,EL,-0.316775883,-0.522093322
797,FWRD,-0.300886439,-0.523898614
466,CTLP,-0.221277732,-0.523991986
1590,RAVE,-0.591661626,-0.525787683
1710,SHO,-0.056443463,-0.526709116
752,FMC,-0.27379659,-0.526751608
1895,TRMB,-0.150952638,-0.526813115
1643,RS,-0.421521112,-0.527492801
1250,MLR,-0.637264593,-0.527877389
966,HTLD,-0.655007614,-0.52803196
543,DNN,0.31724301,-0.528215995
1611,REX,-0.680041018,-0.530045509
97,AN,-0.579433422,-0.530106056
1393,NX,-0.406874996,-0.530204989
692,EZPW,-0.481924533,-0.530686874
1177,LXU,-0.674591581,-0.530707336
83,AMG,-0.397086976,-0.532716068
475,CVCO,-0.523640275,-0.534416845
1927,TXN,-0.430050297,-0.536329727
1238,MHO,-0.268159708,-0.537303362
679,EWBC,-0.265732233,-0.538594402
995,IDCC,-0.880306501,-0.540186453
1714,SIEB,-0.80209915,-0.540603651
1218,MEOH,-0.221933883,-0.543508033
950,HQI,-0.768487095,-0.543549717
540,DLX,-0.393040051,-0.543658731
126,ARW,-0.350657247,-0.544185467
1441,OSK,-0.168610372,-0.549552873
794,FUNC,-0.265596952,-0.550007428
1419,OLED,-0.220983913,-0.550066643
130,ASGN,-0.059929293,-0.550074698
2107,ZEUS,-0.613791412,-0.552484474
1118,KTCC,-0.424788408,-0.552914736
1289,MT,-0.282485049,-0.553290446
1782,SSD,-0.561919688,-0.554671013
1085,KBH,-0.24525775,-0.555167587
1761,SONY,-0.179893932,-0.55517595
1141,LGL,-0.359041571,-0.556064725
1071,JLL,-0.398130233,-0.559705117
25,ADBE,-0.252311596,-0.561132679
637,EQIX,-0.471791074,-0.562027621
17,ACIW,-0.377562717,-0.562091342
1248,MLKN,-0.359662016,-0.563157972
1861,THO,-0.742810079,-0.564010007
1609,REPX,0.279126322,-0.565605827
1847,TEO,-0.477304093,-0.565959502
1467,PCAR,-0.433775854,-0.566990958
1568,PSMT,-0.647025045,-0.567200462
1648,RUSHB,-0.216576477,-0.567724876
1410,ODFL,-0.349300615,-0.568106848
868,GPK,-0.144392368,-0.569132881
1480,PDS,-0.406532602,-0.57086668
65,ALCO,-0.535281615,-0.571146206
1242,MITT,-0.842030764,-0.573508606
1102,KLIC,-0.565559805,-0.578063319
1201,MCHP,-0.433127464,-0.57885122
143,ATRI,-0.750755422,-0.580322948
839,GIC,0.305299018,-0.581390696
1874,TLF,-0.608869277,-0.582892844
1796,STLD,-0.508074948,-0.582945274
2019,VSH,-0.258109293,-0.584206436
804,GASS,-0.662435267,-0.586841598
1624,RL,-0.444587203,-0.58798697
1138,LFUS,-0.334993939,-0.588715969
1988,VC,-0.270473756,-0.588923324
75,ALV,-0.352749932,-0.589133254
1517,PKG,-0.54622962,-0.589679768
903,HCI,-0.873018979,-0.594157574
282,BXMT,-0.267722892,-0.594354498
13,ABR,-0.034838965,-0.595225444
771,FORTY,-0.347257328,-0.595677164
1795,STLA,-0.088057864,-0.597177948
1291,MTCH,-0.318578985,-0.600042948
1083,KALU,-0.590321358,-0.600535799
1729,SKX,-0.76023276,-0.601158354
1966,URI,-0.491159729,-0.603718425
1522,PLD,-0.391275079,-0.604258206
196,BDC,-0.320205444,-0.604823868
1455,PAG,-0.548622676,-0.605173821
1420,OLN,-0.811250977,-0.606263642
121,ARMN,-0.514527407,-0.606868208
786,FSS,-0.346117487,-0.607662149
1647,RUSHA,-0.187469924,-0.608427669
1232,MGPI,-0.441946027,-0.608450916
1192,MAS,-0.407034577,-0.609524685
1033,IPGP,-0.213810566,-0.610245454
1164,LPX,-0.47895395,-0.612206429
85,AMKR,-0.940811367,-0.613115966
1654,RYN,-0.686533239,-0.614277825
1518,PKOH,-0.115250905,-0.61445664
344,CGNX,-0.27372042,-0.614650165
719,FDX,-0.583752464,-0.61524058
1945,UG,-0.574531998,-0.615784332
1082,KAI,-0.05296473,-0.616544684
456,CSIQ,-0.708643848,-0.617867101
2110,ZYXI,0.356673458,-0.618386315
1656,SAIA,-0.378814993,-0.6196934
1547,POWI,-0.445326148,-0.62062026
1882,TNL,-0.046281857,-0.623872492
2050,WHG,-0.718895436,-0.623896749
467,CTRA,-0.48894909,-0.625962562
1084,KB,-0.56678427,-0.626030382
2036,WD,-0.746552499,-0.627692104
1863,THRM,-0.824292968,-0.632222111
750,FMAO,-0.34725142,-0.637675625
854,GM,-0.497713866,-0.6384506
448,CRS,-0.360628026,-0.640312753
1848,TER,-0.27944912,-0.642076727
953,HRI,-0.614435298,-0.642586099
185,BBY,-0.596224042,-0.64288747
776,FRCB,-1.112821637,-0.64309705
11,ABG,-0.532789298,-0.643124598
1588,R,-0.510902485,-0.643231411
28,ADI,-0.566160249,-0.647994343
1572,PTSI,-0.889259482,-0.648537188
1390,NWG,-0.513231965,-0.64866255
503,DAL,-0.889600826,-0.649109043
1123,LAD,-0.252531087,-0.650300345
1507,PHI,-0.635833518,-0.651432013
99,ANF,-0.161157154,-0.651992592
307,CAT,-0.258375042,-0.652642115
1754,SNV,-0.367358452,-0.655275829
1645,RTO,-0.413297545,-0.657241857
444,CRK,-0.909942087,-0.65861135
165,AXR,-0.613237061,-0.660682448
2052,WHR,-0.591050801,-0.663115623
959,HST,-0.36593077,-0.664450737
1853,TGB,0.163826119,-0.664664434
777,FRD,-0.769726408,-0.668835613
1296,MTR,-0.711183567,-0.677005487
755,FMS,-0.75037922,-0.678586151
1932,TZOO,-0.526218344,-0.681051346
1708,SHG,-0.617650135,-0.68331071
1843,TECK,-0.205201512,-0.6833381
1092,KF,-0.702174786,-0.68346567
332,CE,-0.618554961,-0.68417208
511,DDS,-0.856834414,-0.685291994
1205,MCO,-0.529782226,-0.687261072
1711,SHOO,-0.560505948,-0.687448552
395,CMPR,-0.414961023,-0.689095207
1227,MGA,-0.416887248,-0.689207887
94,AMWD,-0.652129028,-0.69216747
15,ACCO,-0.216809813,-0.692749871
285,BYD,0.126572496,-0.69488503
1120,KWR,-0.501671758,-0.695788226
958,HSON,-0.065748076,-0.696053927
1404,OC,-0.230592763,-0.696705887
1774,SQM,-0.46446464,-0.698672547
875,GRFS,-0.869704897,-0.699400868
2046,WF,-0.352842897,-0.699581196
468,CTS,-0.521863551,-0.700434108
1045,ITRI,-0.27701067,-0.703146996
1365,NRT,-0.849172111,-0.711078308
119,ARL,-0.996818182,-0.712913079
1442,OSUR,-0.588009582,-0.714178572
446,CRM,-0.399401215,-0.715428755
829,GFI,-0.678107788,-0.71849179
1017,INBK,-1.005392942,-0.723368718
548,DPZ,-0.630512997,-0.723747098
1383,NVMI,-0.544851745,-0.728093749
822,GEN,-0.955310376,-0.730315749
1034,IPI,0.082172491,-0.730578107
389,CMC,-0.613635991,-0.730921424
1376,NUE,-1.00852404,-0.735937175
1909,TSEM,-0.478512273,-0.736708021
1273,MPWR,-0.745512532,-0.736984638
871,GPS,-0.817692926,-0.737990996
2070,WOR,-0.789586675,-0.743735993
1024,INTC,-0.913622692,-0.744476236
1971,USNA,-0.456118929,-0.74500326
530,DIOD,-0.517842014,-0.7453635
351,CHEF,-0.381076255,-0.749956104
1865,TILE,-0.472838524,-0.750296445
941,HOLI,-0.283776313,-0.756604493
626,ENTG,-0.352190421,-0.757028791
619,EML,-0.699770977,-0.761258616
1078,JOUT,-0.072656946,-0.762751288
1440,OSIS,-0.581172137,-0.766401367
2023,VVI,-0.595666545,-0.768805742
1360,NOVT,-0.437035387,-0.769748548
390,CMCO,-0.287349193,-0.770592457
1524,PLPC,-0.35909741,-0.771352246
1849,TEX,0.005407365,-0.774094283
1025,INTT,-0.619570621,-0.777658274
1991,VEON,-0.615682661,-0.779341924
1087,KELYA,-0.341907069,-0.781472552
2061,WLK,-0.748650124,-0.788947404
2,AAL,-1.024194619,-0.789423493
1173,LUV,-1.148020371,-0.789866517
1148,LINK,-1.772332066,-0.791116329
2009,VNO,-1.080621683,-0.792289953
489,CX,-0.440311144,-0.798659554
105,AP,-0.495713148,-0.800156836
1380,NVDA,-0.364821503,-0.801896615
1933,UAA,-0.944696251,-0.804329282
494,CYD,-0.894642347,-0.81380671
2013,VRNT,-0.692364618,-0.814408446
585,EDN,-0.737333422,-0.82426753
687,EXPE,-1.096461656,-0.82793686
1544,PODD,-0.787043293,-0.835780704
586,EDU,-0.455226723,-0.83806782
1037,IRS,-1.033967578,-0.840001974
1328,NEOG,-0.951347281,-0.842756019
693,F,-0.682326968,-0.843665481
22,ACOR,-1.276434031,-0.845440115
609,ELLO,-1.212743478,-0.861284136
1030,IP,-0.808351241,-0.864452876
2075,WRLD,-0.273614516,-0.865338235
1231,MGM,0.125302961,-0.866547605
171,B,-0.591944857,-0.866823653
1597,RCL,-0.395239963,-0.867874887
1053,JAKK,-1.871712265,-0.867976611
301,CAMT,-0.015255823,-0.868833262
891,GYRO,-0.777982935,-0.871846681
1550,PPC,-0.367266047,-0.873195097
811,GBX,-0.129251455,-0.88876813
502,DAKT,-0.673023995,-0.889650033
1425,ON,-0.732102005,-0.893923568
